Shoreline,WA,0.265313333,-0.679681111
Cosmopolis,WA,0.260856111,-0.687625
Airway Heights,WA,0.264699444,-0.653217778
Grandview,WA,0.256906111,-0.666157778
Inchelium,WA,0.268543333,-0.656873333
Grand Coulee,WA,0.266328333,-0.661128333
Union,WA,0.263041667,-0.683862222
Torboy,WA,0.270428889,-0.659271667
Kelso,WA,0.256248889,-0.682727222
Westport,WA,0.260510556,-0.689511111
Junction City,WA,0.260951667,-0.687583889
Lake Ketchum,WA,0.268233333,-0.679711111
West Pasco,WA,0.256942778,-0.662046667
Des Moines,WA,0.263285556,-0.67953
Davenport,WA,0.264750556,-0.656399444
Seattle,WA,0.264561667,-0.67958
Lake Stickney,WA,0.265949444,-0.67922
Carnation,WA,0.264692222,-0.677248889
Everett,WA,0.266402222,-0.678705556
Warden,WA,0.26093,-0.661401111
Palouse,WA,0.260612778,-0.650417222
Terrace Heights,WA,0.258902222,-0.669156667
Clarkston,WA,0.257862222,-0.650278889
Elmer City,WA,0.266666667,-0.660852222
Mossyrock,WA,0.258502778,-0.680492778
Summit View,WA,0.261857222,-0.679704444
Suquamish,WA,0.265132222,-0.681016667
Newcastle,WA,0.264057222,-0.678685
Stanwood,WA,0.268028333,-0.679681111
Kapowsin,WA,0.260959444,-0.67904
Donald,WA,0.258187222,-0.668846111
Altoona,WA,0.257055,-0.686747222
South Prairie,WA,0.261873889,-0.6783
Eschbach,WA,0.259261111,-0.670187222
Indianola,WA,0.265314444,-0.680634444
Reardan,WA,0.264832222,-0.654876667
Cowiche,WA,0.259293889,-0.670641111
Sunday Lake,WA,0.267947778,-0.679268889
Rocky Point,WA,0.264378889,-0.681482222
Burbank,WA,0.256661667,-0.66096
Lakeland North,WA,0.262985556,-0.679341111
Granite Falls,WA,0.267152222,-0.677613333
Camas,WA,0.253335,-0.68017
Skokomish,WA,0.262943333,-0.684210556
Cusick,WA,0.268515556,-0.651645
Rosalia,WA,0.262423889,-0.652093889
Longbranch,WA,0.262365,-0.682077222
Granger,WA,0.257475,-0.667736667
North Fort Lewis,WA,0.261789444,-0.681092222
Tampico,WA,0.258513889,-0.671515
Tukwila,WA,0.263748889,-0.679292778
Cathlamet,WA,0.256697778,-0.685463889
Wenatchee,WA,0.263521111,-0.668492222
Port Ludlow,WA,0.266167222,-0.68167
Castle Rock,WA,0.257065,-0.682809444
Glacier,WA,0.271612778,-0.677401667
Index,WA,0.265673333,-0.675308889
Republic,WA,0.270265,-0.659625556
Bellevue,WA,0.264418333,-0.678638889
Malo,WA,0.271109444,-0.658955
Anderson Island,WA,0.261987222,-0.681687222
University Place,WA,0.262304444,-0.680811111
Montesano,WA,0.261167778,-0.686587778
Rainier,WA,0.260509444,-0.681592778
Fords Prairie,WA,0.259700556,-0.683349444
Roy,WA,0.261095,-0.680790556
Oso,WA,0.268242222,-0.677353889
Marblemount,WA,0.269654444,-0.674636667
Elk Plain,WA,0.26136,-0.679817222
Burlington,WA,0.269265,-0.67961
Bangor Base,WA,0.265126111,-0.681747778
Beaux Arts Village,WA,0.264363333,-0.678893889
Port Gamble Tribal Community,WA,0.265826111,-0.680872778
Olympia,WA,0.261342778,-0.682755
East Wenatchee,WA,0.263428889,-0.668227222
Addy,WA,0.26866,-0.654651111
Minnehaha,WA,0.253653889,-0.681224444
Bryn Mawr-Skyway,WA,0.263860556,-0.679117222
Satsop,WA,0.261235,-0.685965
Riverbend,WA,0.263695,-0.676383889
Easton,WA,0.262447222,-0.673185
Silverdale,WA,0.264812778,-0.681571111
Napavine,WA,0.258802222,-0.682781667
Lochsloy,WA,0.266998333,-0.678006111
Ellensburg,WA,0.261107778,-0.669705556
McKenna,WA,0.260758333,-0.680833333
Fairfield,WA,0.263248889,-0.650971111
Northwest Stanwood,WA,0.268123889,-0.679722778
Mansfield,WA,0.265621667,-0.664655556
Duvall,WA,0.265196667,-0.677625
Markham,WA,0.260641667,-0.688785556
Waller,WA,0.262241667,-0.679832778
Longview,WA,0.256366667,-0.683127778
Richland,WA,0.257125556,-0.662742778
Rosedale,WA,0.263029444,-0.681315556
Vancouver,WA,0.253537222,-0.681094444
Bethel,WA,0.263818889,-0.681208333
Custer,WA,0.271746111,-0.681331667
Lofall,WA,0.265618333,-0.681424444
Fairwood,WA,0.263592778,-0.678572222
Winlock,WA,0.258281667,-0.682967778
Sumner,WA,0.262327778,-0.679076667
Cottage Lake,WA,0.265258889,-0.678197222
Puget Island,WA,0.256523333,-0.685460556
Woods Creek,WA,0.266011667,-0.677212222
Washougal,WA,0.253228889,-0.679685
Sisco Heights,WA,0.267326667,-0.678375556
Canterwood,WA,0.263203333,-0.681123333
Wapato,WA,0.258018889,-0.669008333
Lower Elochoman,WA,0.256769444,-0.685387778
Lake Goodwin,WA,0.267437222,-0.679335556
Banks Lake South,WA,0.264619444,-0.662644444
Kent,WA,0.263270556,-0.67896
Bickleton,WA,0.255586667,-0.668378333
Ryderwood,WA,0.257638889,-0.683578333
Cavalero,WA,0.266580556,-0.678192222
La Conner,WA,0.268847222,-0.680525
Martha Lake,WA,0.265822222,-0.67907
George,WA,0.261580556,-0.665887778
Snohomish,WA,0.266265,-0.678316667
Eatonville,WA,0.260378889,-0.679276667
Carson,WA,0.254085,-0.676788333
Almira,WA,0.265058333,-0.660760556
Nooksack,WA,0.27182,-0.679561667
Mount Vista,WA,0.254096111,-0.681286111
High Bridge,WA,0.265537778,-0.677933889
Lakeland South,WA,0.262657778,-0.679350556
Kenmore,WA,0.265295556,-0.679143889
Neah Bay,WA,0.268673333,-0.692286111
Cliffdell,WA,0.260673889,-0.672455556
Port Angeles East,WA,0.267245,-0.685386111
Burien,WA,0.263756667,-0.679662778
Taholah,WA,0.262935,-0.690404444
Wauna,WA,0.263255556,-0.681496667
Connell,WA,0.259235556,-0.660225
Disautel,WA,0.268583333,-0.662388333
Santiago,WA,0.262763889,-0.690181667
Orting,WA,0.261647778,-0.678950556
Colville,WA,0.269696667,-0.654992222
Marysville,WA,0.267116667,-0.678643333
Walla Walla,WA,0.255927222,-0.657425
Zillah,WA,0.257823889,-0.668176111
Curlew,WA,0.271542778,-0.658913889
Key Center,WA,0.262986667,-0.681947222
Hoodsport,WA,0.263344444,-0.68419
Spanaway,WA,0.261655,-0.680129444
Mattawa,WA,0.259646667,-0.666121667
Clallam Bay,WA,0.268075556,-0.690321667
Prairie Ridge,WA,0.261912778,-0.67856
Rockport,WA,0.269363333,-0.675591667
Stansberry Lake,WA,0.26323,-0.681752222
Copalis Beach,WA,0.261780556,-0.689845556
Frederickson,WA,0.261618889,-0.679774444
Asotin,WA,0.257428333,-0.650240556
Mill Creek,WA,0.265907222,-0.678907778
Bell Hill,WA,0.266972222,-0.683816667
Green Bluff,WA,0.265661111,-0.651538889
Clayton,WA,0.266673889,-0.653117778
Puyallup,WA,0.262107778,-0.67939
Hockinson,WA,0.254056111,-0.680462778
Lake McMurray,WA,0.268405,-0.679065
Bucoda,WA,0.259982222,-0.6826
Issaquah,WA,0.264122222,-0.678024444
Odessa,WA,0.262958889,-0.659386111
Hazel Dell,WA,0.253776111,-0.681418333
McMillin,WA,0.261825556,-0.679096667
Wilbur,WA,0.265323889,-0.659505556
Skamokawa Valley,WA,0.257224444,-0.685690556
Centerville,WA,0.254188889,-0.671711667
Nile,WA,0.260204444,-0.671919444
Spokane Valley,WA,0.264791667,-0.651303333
Woodland,WA,0.255082778,-0.681946111
Lewisville,WA,0.254515,-0.680635556
Vantage,WA,0.260807222,-0.666623889
Gorst,WA,0.264020556,-0.681698333
Lake Morton-Berrydale,WA,0.262958333,-0.67835
Ione,WA,0.270778889,-0.652346111
Bothell West,WA,0.265586667,-0.679111111
Vaughn,WA,0.263083333,-0.682096111
Black Diamond,WA,0.26285,-0.677878333
Ferndale,WA,0.271402778,-0.681051667
Acme,WA,0.270636667,-0.679051667
White Center,WA,0.263936667,-0.679711111
Fairchild AFB,WA,0.264548333,-0.653602778
Pacific,WA,0.262561667,-0.679170556
Glenwood,WA,0.255682222,-0.673847778
Colfax,WA,0.260573333,-0.651885556
Silvana,WA,0.267787778,-0.679143889
Forks,WA,0.266403333,-0.691057778
Kirkland,WA,0.264998333,-0.678911667
Okanogan,WA,0.268706111,-0.664324444
Kayak Point,WA,0.267437222,-0.679634444
Union Hill-Novelty Hill,WA,0.264882222,-0.677935556
Outlook,WA,0.257395,-0.667179444
Lake Tapps,WA,0.262391667,-0.67872
Cohassett Beach,WA,0.260364444,-0.689474444
Tonasket,WA,0.270598333,-0.663562222
Sunnyside,WA,0.257310556,-0.666698889
Lakeview,WA,0.263197222,-0.663912778
Carbonado,WA,0.261558333,-0.678075556
Pullman,WA,0.259633333,-0.650927222
Blyn,WA,0.266738889,-0.683276111
Brinnon,WA,0.264827222,-0.682916111
Friday Harbor,WA,0.269624444,-0.683697222
Orchards,WA,0.253826667,-0.680725
Purdy,WA,0.263298889,-0.681174444
Tekoa,WA,0.262359444,-0.650406667
Tanner,WA,0.263785,-0.676067222
Thorp,WA,0.261475556,-0.670393889
Artondale,WA,0.262791111,-0.681327778
Liberty Lake,WA,0.264826111,-0.650573333
Cheney,WA,0.263833889,-0.653216111
Sammamish,WA,0.264455,-0.678010556
Cle Elum,WA,0.262192222,-0.671973889
Fern Prairie,WA,0.253538889,-0.679979444
Waverly,WA,0.262988889,-0.651284444
Lakewood,WA,0.262015556,-0.680721667
Lake Marcel-Stillwater,WA,0.264958889,-0.677306667
Central Park,WA,0.260947222,-0.687232222
Bridgeport,WA,0.266701667,-0.664853889
Raft Island,WA,0.262940556,-0.681492222
Larch Way,WA,0.265793889,-0.679181667
Lake Bosworth,WA,0.266962222,-0.677673333
Barberton,WA,0.253964444,-0.681174444
Sekiu,WA,0.268131667,-0.690562222
Brier,WA,0.265512222,-0.679296667
Spokane,WA,0.264817222,-0.652405556
Fall City,WA,0.264287222,-0.677296667
Pasco,WA,0.256947778,-0.661835
Lyman,WA,0.269572222,-0.67813
Oakville,WA,0.260223889,-0.684629444
Dash Point,WA,0.262850556,-0.680085
Herron Island,WA,0.262580556,-0.682415556
West Clarkston-Highland,WA,0.257790556,-0.65035
Royal City,WA,0.260555556,-0.664523333
Venersborg,WA,0.254366667,-0.680400556
Hoquiam,WA,0.261035,-0.688346111
Willapa,WA,0.259308333,-0.687026667
Quilcene,WA,0.265760556,-0.68281
Freeland,WA,0.266769444,-0.680754444
McCleary,WA,0.261435556,-0.684846111
Roosevelt,WA,0.254153333,-0.667867222
Long Beach,WA,0.257532778,-0.689197778
Trout Lake,WA,0.255542222,-0.675161667
Coulee Dam,WA,0.266493333,-0.660978333
Swede Heaven,WA,0.268238333,-0.676186667
Pine Grove,WA,0.270278889,-0.659352222
Langley,WA,0.266853889,-0.680046667
Sedro-Woolley,WA,0.269507222,-0.679067222
Hatton,WA,0.259852778,-0.660153889
Entiat,WA,0.264877778,-0.667875
Bainbridge Island,WA,0.264688333,-0.680796667
Auburn,WA,0.262800556,-0.67895
Ocean City,WA,0.261535,-0.689788889
White Swan,WA,0.257649444,-0.670767778
Felida,WA,0.253965556,-0.681723889
Lacey,WA,0.261365556,-0.682185556
Gold Bar,WA,0.26587,-0.676070556
Clyde Hill,WA,0.264612778,-0.678988889
Upper Elochoman,WA,0.256890556,-0.685137222
Marcus,WA,0.270356667,-0.655889444
Canyon Creek,WA,0.267309444,-0.677683889
Malone,WA,0.260988333,-0.685019444
Bothell East,WA,0.265591111,-0.678802222
Yarrow Point,WA,0.264695556,-0.678988333
Steptoe,WA,0.261152778,-0.651945556
West Richland,WA,0.257286111,-0.663331667
Orient,WA,0.271465,-0.656699444
Federal Way,WA,0.262827778,-0.679643889
Pe Ell,WA,0.258728889,-0.68499
Deep River,WA,0.257511667,-0.687213333
Bothell,WA,0.265408889,-0.678913333
South Wenatchee,WA,0.26327,-0.668238333
Snoqualmie Pass,WA,0.263341111,-0.674505
Hartline,WA,0.264941667,-0.661711667
Lake Forest Park,WA,0.265331667,-0.679376667
Crocker,WA,0.261579444,-0.678458333
Elbe,WA,0.259807222,-0.678858889
Ravensdale,WA,0.263090556,-0.677606667
Arlington,WA,0.267609444,-0.678581111
McChord AFB,WA,0.261848889,-0.680513333
Lebam,WA,0.258689444,-0.686393889
Lynden,WA,0.271946111,-0.680302222
Coupeville,WA,0.267873333,-0.681541667
Prescott,WA,0.257215556,-0.657292222
South Bend,WA,0.259266667,-0.687782222
Mabton,WA,0.256730556,-0.666632222
North Bend,WA,0.263832222,-0.676521111
Grapeview,WA,0.262953333,-0.682451667
Garfield,WA,0.261168333,-0.650775
Rochester,WA,0.26016,-0.683734444
Dayton,WA,0.257315556,-0.655427222
Algona,WA,0.262678889,-0.679168889
Mineral,WA,0.259551667,-0.678810556
Barstow,WA,0.270990556,-0.656293889
Moclips,WA,0.262415556,-0.690013889
Bellingham,WA,0.270857222,-0.680381667
Vader,WA,0.257802778,-0.683093889
North Lynnwood,WA,0.265851667,-0.679312222
Tracyton,WA,0.264497222,-0.681407222
White Salmon,WA,0.254045556,-0.674918333
Peaceful Valley,WA,0.271931667,-0.678558889
East Renton Highlands,WA,0.263732222,-0.678252222
Metaline,WA,0.271411111,-0.652166111
Deming,WA,0.271322778,-0.679062778
Medical Lake,WA,0.264284444,-0.653829444
Aberdeen,WA,0.260976111,-0.687830556
Chehalis,WA,0.259242778,-0.683137222
Onalaska,WA,0.258768333,-0.681728889
Toledo,WA,0.258007778,-0.682497778
Everson,WA,0.271735,-0.679727778
Belfair,WA,0.263608333,-0.682492778
Lynnwood,WA,0.265713889,-0.679463889
Colton,WA,0.258708333,-0.650713889
Malden,WA,0.262386667,-0.652628333
Ames Lake,WA,0.264636667,-0.677591111
Wilson Creek,WA,0.263461111,-0.661764444
North Yelm,WA,0.260915,-0.681127222
Mirrormont,WA,0.263675556,-0.677742222
Whidbey Island Station,WA,0.268548333,-0.681453333
Town and Country,WA,0.265143889,-0.652345
Tokeland,WA,0.259494444,-0.688799444
Snoqualmie,WA,0.264051667,-0.676895556
Bremerton,WA,0.264131111,-0.681733889
East Cathlamet,WA,0.256648889,-0.685322222
Fort Lewis,WA,0.261641667,-0.680928889
Salmon Creek,WA,0.253943889,-0.681462222
Skykomish,WA,0.265057222,-0.674214444
Tacoma,WA,0.262461667,-0.680295
Monroe,WA,0.265886667,-0.677696111
Loomis,WA,0.271241667,-0.664665556
Pomeroy,WA,0.258187222,-0.653315
Brush Prairie,WA,0.254027778,-0.680823889
Silver Firs,WA,0.265908333,-0.678609444
Nespelem,WA,0.267594444,-0.660956667
Meadowdale,WA,0.265879444,-0.679531111
Shadow Lake,WA,0.263342778,-0.678202222
LaCrosse,WA,0.260011667,-0.655007222
Concrete,WA,0.269650556,-0.676395556
Sumas,WA,0.272197778,-0.679275
Ruston,WA,0.262767778,-0.680611111
La Center,WA,0.254771667,-0.681535556
Marrowstone,WA,0.266982222,-0.681629444
Chelan Falls,WA,0.265552778,-0.666601111
Lake Cavanaugh,WA,0.268458333,-0.677845556
Duluth,WA,0.254354444,-0.681372222
Sequim,WA,0.267081667,-0.683857778
Benton City,WA,0.257013333,-0.663785556
Moses Lake,WA,0.261824444,-0.662633889
Fircrest,WA,0.262393333,-0.680642778
Othello,WA,0.260123333,-0.662028333
Mercer Island,WA,0.264236111,-0.679036111
Enumclaw,WA,0.262231667,-0.677720556
Chico,WA,0.264574444,-0.681776667
Enetai,WA,0.264380556,-0.681143333
Hunts Point,WA,0.264677778,-0.67905
Clinton,WA,0.266517222,-0.679765
Hat Island,WA,0.266738889,-0.679556111
Marietta-Alderwood,WA,0.271073333,-0.68087
Waitsburg,WA,0.257053333,-0.656394444
Sunnyslope,WA,0.263840556,-0.668607222
South Cle Elum,WA,0.262145556,-0.671958333
Selah,WA,0.259156667,-0.669660556
Lind,WA,0.260946667,-0.658980556
Five Corners,WA,0.253823889,-0.680965556
Winthrop,WA,0.269286667,-0.667661111
Normandy Park,WA,0.263524444,-0.679686667
Home,WA,0.262661111,-0.68208
Graham,WA,0.261337222,-0.679309444
Yacolt,WA,0.254805556,-0.680032778
Packwood,WA,0.258936111,-0.675945556
Queets,WA,0.264063333,-0.690769444
Finley,WA,0.256498333,-0.661358889
Northport,WA,0.271755,-0.654331111
Medina,WA,0.264586667,-0.679076667
Browns Point,WA,0.262797778,-0.680205
Summit,WA,0.262052222,-0.679793333
Albion,WA,0.259953333,-0.651395
Sudden Valley,WA,0.270666111,-0.679704444
Bunk Foss,WA,0.266454444,-0.678301667
Gleed,WA,0.259218889,-0.670013889
Maryhill,WA,0.253848889,-0.67115
Oyehut,WA,0.261240556,-0.689795556
Alder,WA,0.259928889,-0.679259444
Ridgefield,WA,0.254508889,-0.681695556
Bryant,WA,0.268,-0.678687778
Nisqually Indian Community,WA,0.26121,-0.681515556
Porter,WA,0.260827222,-0.684853333
Kettle Falls,WA,0.270030556,-0.6559
Chelan,WA,0.265787222,-0.666816667
Edison,WA,0.269778889,-0.680172222
Neilton,WA,0.263350556,-0.688212222
Fox Island,WA,0.262486111,-0.681252778
Renton,WA,0.263754444,-0.678836111
Baring,WA,0.265367222,-0.674890556
Hobart,WA,0.2634,-0.677755556
Wallula,WA,0.256026111,-0.660586667
Touchet,WA,0.255784444,-0.659291111
Leavenworth,WA,0.264415556,-0.670351667
Fobes Hill,WA,0.266328333,-0.678522778
Harrington,WA,0.263778889,-0.656973333
Port Orchard,WA,0.26398,-0.68145
Alderwood Manor,WA,0.265637222,-0.679264444
Kennewick,WA,0.256655,-0.662073333
Ahtanum,WA,0.258657222,-0.670060556
Wilderness Rim,WA,0.263590556,-0.676495
Machias,WA,0.266620556,-0.678063889
Bingen,WA,0.253966111,-0.674835556
Four Lakes,WA,0.264212222,-0.653272778
Springdale,WA,0.266984444,-0.654147778
Washtucna,WA,0.259743333,-0.657281111
Covington,WA,0.263148889,-0.678357778
Allyn,WA,0.263257222,-0.682436667
North Sultan,WA,0.266015,-0.676806111
Union Gap,WA,0.258648333,-0.669431667
Shelton,WA,0.262326667,-0.683959444
Chinook,WA,0.257086111,-0.688569444
Blaine,WA,0.272132778,-0.681896667
Port Hadlock-Irondale,WA,0.266842222,-0.682161111
Burley,WA,0.263425556,-0.681320556
Mount Vernon,WA,0.269001111,-0.679508889
Electric City,WA,0.266233333,-0.661375
Ronald,WA,0.26241,-0.672408333
Nespelem Community,WA,0.267619444,-0.661246667
Amanda Park,WA,0.263628889,-0.688441111
Clarkston Heights-Vineland,WA,0.257708889,-0.650461667
Boulevard Park,WA,0.263963889,-0.679532778
Big Lake,WA,0.268851667,-0.679123333
Boyds,WA,0.270691667,-0.656289444
Parkwood,WA,0.264036667,-0.681103333
Deer Park,WA,0.266467778,-0.652442778
Humptulips,WA,0.262495,-0.688526667
SeaTac,WA,0.263580556,-0.679436667
Maple Valley,WA,0.263143889,-0.677982222
Millwood,WA,0.26492,-0.651558889
Point Roberts,WA,0.272157222,-0.683653333
Dixie,WA,0.256328889,-0.656377778
East Port Orchard,WA,0.263996111,-0.681212778
Morton,WA,0.258652778,-0.679341667
Alger,WA,0.270097778,-0.679649444
Kahlotus,WA,0.259131667,-0.658642222
Fife Heights,WA,0.262551667,-0.679698333
Cherry Grove,WA,0.254456111,-0.68098
Clearview,WA,0.265717778,-0.678584444
Greenwater,WA,0.261925,-0.675733333
Picnic Point,WA,0.265969444,-0.679488333
Kendall,WA,0.27176,-0.678546111
Seabeck,WA,0.264687222,-0.682343889
Startup,WA,0.265928333,-0.676386111
Steilacoom,WA,0.262055,-0.681075
Lamont,WA,0.262226111,-0.655027222
Bay View,WA,0.269372222,-0.680348889
Valley,WA,0.267627778,-0.654024444
North Marysville,WA,0.267283889,-0.678588333
Brady,WA,0.261146667,-0.686289444
May Creek,WA,0.265863889,-0.675968333
Clear Lake,WA,0.269200556,-0.679098889
Keller,WA,0.26714,-0.659535556
Redmond,WA,0.264867778,-0.678427222
Ilwaco,WA,0.257282222,-0.689123333
Mountlake Terrace,WA,0.265511667,-0.679486667
Parker,WA,0.258345556,-0.66926
Soap Lake,WA,0.263285556,-0.663828889
Grand Mound,WA,0.260029444,-0.683399444
Manchester,WA,0.264177222,-0.680842778
Prairie Heights,WA,0.261960556,-0.67836
Verlot,WA,0.267223333,-0.676488333
North Omak,WA,0.269133333,-0.663588333
Naches,WA,0.259596667,-0.670525
Summitview,WA,0.258877778,-0.670285556
Clover Creek,WA,0.261891111,-0.679903889
Prosser,WA,0.256703333,-0.665367778
Naselle,WA,0.257583333,-0.687785
Rock Island,WA,0.263190556,-0.667434444
Goldendale,WA,0.254551111,-0.671240556
Maltby,WA,0.265570556,-0.678357778
Oak Harbor,WA,0.268313889,-0.681295
Tanglewilde,WA,0.261395556,-0.682116667
Endicott,WA,0.260712222,-0.653815
Mill Creek East,WA,0.265756111,-0.678820556
Maple Heights-Lake Desire,WA,0.263578333,-0.678318333
Midland,WA,0.262074444,-0.680066667
Kingston,WA,0.265563333,-0.680549444
Esperance,WA,0.265520556,-0.679705
Grays River,WA,0.25756,-0.686605556
Sultan,WA,0.265948889,-0.676691111
La Grande,WA,0.260110556,-0.679423333
Ritzville,WA,0.261807778,-0.657671111
Malott,WA,0.268288333,-0.664974444
Coulee City,WA,0.264511111,-0.662717778
Raymond,WA,0.259354444,-0.687433333
Wollochet,WA,0.262682222,-0.680982778
Quincy,WA,0.262415,-0.665845556
Walla Walla East,WA,0.255842778,-0.657235556
Hamilton,WA,0.269601111,-0.677685556
Woodinville,WA,0.265316111,-0.678598333
Bay Center,WA,0.259006111,-0.688629444
Port Townsend,WA,0.267344444,-0.682151111
Riverside,WA,0.269470556,-0.663945556
Woodway,WA,0.265501667,-0.679917222
Qui-nai-elt Village,WA,0.262501111,-0.689946111
Stevenson,WA,0.253857778,-0.677184444
Ocean Park,WA,0.258311667,-0.689135
Port Angeles,WA,0.267301111,-0.685869444
Bonney Lake,WA,0.262105,-0.678721111
Oroville,WA,0.2719,-0.663502222
Garrett,WA,0.255907222,-0.657708889
Otis Orchards-East Farms,WA,0.265016667,-0.650474444
Warm Beach,WA,0.267582778,-0.67969
Twin Lakes,WA,0.268123333,-0.65755
Conway,WA,0.268531667,-0.679691111
College Place,WA,0.255787778,-0.657710556
Eastmont,WA,0.266093333,-0.678787222
Maple Falls,WA,0.271741667,-0.67836
Ephrata,WA,0.262843889,-0.66408
Buena,WA,0.257943889,-0.668431111
Tumwater,WA,0.26105,-0.682873889
Desert Aire,WA,0.259373889,-0.666283889
Lake Holm,WA,0.26277,-0.678519444
Mukilteo,WA,0.266163333,-0.679463889
Twisp,WA,0.268676667,-0.667316111
Lake Shore,WA,0.253839444,-0.681617222
Keyport,WA,0.264996111,-0.68124
Lake Stevens,WA,0.266682778,-0.678311111
Starbuck,WA,0.258434444,-0.656247222
Harrah,WA,0.257817222,-0.669678889
Hansville,WA,0.266098889,-0.680877222
Carlsborg,WA,0.267134444,-0.684276111
Yelm,WA,0.260776667,-0.681256111
Fenwick Island,DE,0.213668333,-0.416967778
Delmar,DE,0.213695,-0.419751111
Ardencroft,DE,0.221142222,-0.419367778
Farmington,DE,0.215943889,-0.419883333
Felton,DE,0.216737222,-0.419868889
Hartly,DE,0.217601667,-0.420625
Pike Creek,DE,0.220825,-0.420529444
Millville,DE,0.214085,-0.417381667
Highland Acres,DE,0.217312222,-0.419564444
Rising Sun-Lebanon,DE,0.217221667,-0.419471111
Little Creek,DE,0.217589444,-0.419156111
Magnolia,DE,0.217063333,-0.419311111
Greenville,DE,0.220990556,-0.420027222
Elsmere,DE,0.220769444,-0.41997
Harrington,DE,0.216246667,-0.419837222
Seaford,DE,0.214743889,-0.420065
Dover Base Housing,DE,0.217321667,-0.419355
Dagsboro,DE,0.214147778,-0.418037222
Milford,DE,0.216161667,-0.419013333
Bridgeville,DE,0.215137222,-0.420015
Bellefonte,DE,0.220927222,-0.419434444
